id,work_year,experience_level,employment_type,job_title,department,Salary_in_usd,employee_residence,job_type,company_location,company_size
519,2022,Senior,"full time","Applied Data Scientist","Data Science",380000,USA,Remote,USA,"Large Enterprise"
520,2022,mid-level,"full time","Data Scientist","Data Science",69336,Canada,Remote,Canada,"Medium Enterprise"
521,2022,Junior,"full time","Computer Vision Engineer","Data Engineering",10000,Portugal,Remote,Luxembourg,"Medium Enterprise"
522,2022,mid-level,"full time","Data Analyst","Data Analysis",20000,Greece,Remote,Greece,"Small Enterprise"
523,2022,Senior,"full time","Data Analytics Lead","Data Analysis",405000,USA,Remote,USA,"Large Enterprise"
524,2022,mid-level,"full time","Data Scientist","Data Science",135000,USA,Remote,USA,"Large Enterprise"
525,2022,Senior,"full time","Applied Data Scientist","Data Science",177000,USA,Remote,USA,"Large Enterprise"
526,2022,mid-level,"full time","Data Scientist","Data Science",78000,USA,Remote,USA,"Medium Enterprise"
527,2022,Senior,"full time","Data Analyst","Data Analysis",135000,USA,Remote,USA,"Medium Enterprise"
528,2022,Senior,"full time","Data Analyst","Data Analysis",100000,USA,Remote,USA,"Medium Enterprise"
529,2022,Senior,"full time","Data Analyst","Data Analysis",90320,USA,Remote,USA,"Medium Enterprise"
530,2022,mid-level,"full time","Data Analyst","Data Analysis",85000,Canada,"On Site",Canada,"Medium Enterprise"
531,2022,mid-level,"full time","Data Analyst","Data Analysis",75000,Canada,"On Site",Canada,"Medium Enterprise"
532,2022,Senior,"full time","Machine Learning Engineer","Artificial Intelligence",214000,USA,Remote,USA,"Medium Enterprise"
533,2022,Senior,"full time","Machine Learning Engineer","Artificial Intelligence",192600,USA,Remote,USA,"Medium Enterprise"
534,2022,Senior,"full time","Data Architect","Data Architecture",266400,USA,Remote,USA,"Medium Enterprise"
535,2022,Senior,"full time","Data Architect","Data Architecture",213120,USA,Remote,USA,"Medium Enterprise"
536,2022,Senior,"full time","Data Analyst","Data Analysis",112900,USA,Remote,USA,"Medium Enterprise"
537,2022,Senior,"full time","Data Engineer","Data Engineering",155000,USA,Remote,USA,"Medium Enterprise"
538,2022,mid-level,"full time","Data Scientist","Data Science",141300,USA,"On Site",USA,"Medium Enterprise"
539,2022,mid-level,"full time","Data Scientist","Data Science",102100,USA,"On Site",USA,"Medium Enterprise"
540,2022,Senior,"full time","Data Analyst","Data Analysis",115934,USA,Remote,USA,"Medium Enterprise"
541,2022,Senior,"full time","Data Analyst","Data Analysis",81666,USA,Remote,USA,"Medium Enterprise"
542,2022,mid-level,"full time","Data Engineer","Data Engineering",206699,USA,"On Site",USA,"Medium Enterprise"
543,2022,mid-level,"full time","Data Engineer","Data Engineering",99100,USA,"On Site",USA,"Medium Enterprise"
544,2022,Senior,"full time","Data Engineer","Data Engineering",130000,USA,Remote,USA,"Medium Enterprise"
545,2022,Senior,"full time","Data Engineer","Data Engineering",115000,USA,Remote,USA,"Medium Enterprise"
546,2022,Senior,"full time","Data Engineer","Data Engineering",110500,USA,Remote,USA,"Medium Enterprise"
547,2022,Senior,"full time","Data Engineer","Data Engineering",130000,USA,Remote,USA,"Medium Enterprise"
548,2022,Senior,"full time","Data Analyst","Data Analysis",99050,USA,Remote,USA,"Medium Enterprise"
549,2022,Senior,"full time","Data Engineer","Data Engineering",160000,USA,Remote,USA,"Medium Enterprise"
550,2022,Senior,"full time","Data Scientist","Data Science",205300,USA,"On Site",USA,"Large Enterprise"
551,2022,Senior,"full time","Data Scientist","Data Science",140400,USA,"On Site",USA,"Large Enterprise"
552,2022,Senior,"full time","Data Scientist","Data Science",176000,USA,Remote,USA,"Medium Enterprise"
553,2022,Senior,"full time","Data Scientist","Data Science",144000,USA,Remote,USA,"Medium Enterprise"
554,2022,Senior,"full time","Data Engineer","Data Engineering",200100,USA,Remote,USA,"Medium Enterprise"
555,2022,Senior,"full time","Data Engineer","Data Engineering",160000,USA,Remote,USA,"Medium Enterprise"
556,2022,Senior,"full time","Data Engineer","Data Engineering",145000,USA,Remote,USA,"Medium Enterprise"
557,2022,Senior,"full time","Data Engineer","Data Engineering",70500,USA,"On Site",USA,"Medium Enterprise"
558,2022,Senior,"full time","Data Scientist","Data Science",205300,USA,"On Site",USA,"Medium Enterprise"
559,2022,Senior,"full time","Data Scientist","Data Science",140400,USA,"On Site",USA,"Medium Enterprise"
560,2022,Senior,"full time","Analytics Engineer","Data Analysis",205300,USA,"On Site",USA,"Medium Enterprise"
561,2022,Senior,"full time","Analytics Engineer","Data Analysis",184700,USA,"On Site",USA,"Medium Enterprise"
562,2022,Senior,"full time","Data Engineer","Data Engineering",175100,USA,Remote,USA,"Medium Enterprise"
563,2022,Senior,"full time","Data Engineer","Data Engineering",140250,USA,Remote,USA,"Medium Enterprise"
564,2022,Senior,"full time","Data Analyst","Data Analysis",116150,USA,Remote,USA,"Medium Enterprise"
565,2022,Senior,"full time","Data Engineer","Data Engineering",54000,USA,"On Site",USA,"Medium Enterprise"
566,2022,Senior,"full time","Data Analyst","Data Analysis",170000,USA,Remote,USA,"Medium Enterprise"
567,2022,mid-level,"full time","Data Analyst","Data Analysis",65438,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
568,2022,Senior,"full time","Data Analyst","Data Analysis",80000,USA,Remote,USA,"Medium Enterprise"
569,2022,Senior,"full time","Data Scientist","Data Science",140000,USA,Remote,USA,"Medium Enterprise"
570,2022,Senior,"full time","Data Scientist","Data Science",210000,USA,Remote,USA,"Medium Enterprise"
571,2022,Senior,"full time","Data Scientist","Data Science",140000,USA,Remote,USA,"Medium Enterprise"
572,2022,Senior,"full time","Data Analyst","Data Analysis",100000,USA,Remote,USA,"Medium Enterprise"
573,2022,Senior,"full time","Data Analyst","Data Analysis",69000,USA,Remote,USA,"Medium Enterprise"
574,2022,Senior,"full time","Data Scientist","Data Science",210000,USA,Remote,USA,"Medium Enterprise"
575,2022,Senior,"full time","Data Scientist","Data Science",140000,USA,Remote,USA,"Medium Enterprise"
576,2022,Senior,"full time","Data Scientist","Data Science",210000,USA,Remote,USA,"Medium Enterprise"
577,2022,Senior,"full time","Data Analyst","Data Analysis",150075,USA,Remote,USA,"Medium Enterprise"
578,2022,Senior,"full time","Data Engineer","Data Engineering",100000,USA,Remote,USA,"Medium Enterprise"
579,2022,Senior,"full time","Data Engineer","Data Engineering",25000,USA,Remote,USA,"Medium Enterprise"
580,2022,Senior,"full time","Data Analyst","Data Analysis",126500,USA,Remote,USA,"Medium Enterprise"
581,2022,Senior,"full time","Data Analyst","Data Analysis",106260,USA,Remote,USA,"Medium Enterprise"
582,2022,Senior,"full time","Data Engineer","Data Engineering",220110,USA,Remote,USA,"Medium Enterprise"
583,2022,Senior,"full time","Data Engineer","Data Engineering",160080,USA,Remote,USA,"Medium Enterprise"
584,2022,Senior,"full time","Data Analyst","Data Analysis",105000,USA,Remote,USA,"Medium Enterprise"
585,2022,Senior,"full time","Data Analyst","Data Analysis",110925,USA,Remote,USA,"Medium Enterprise"
586,2022,mid-level,"full time","Data Analyst","Data Analysis",45807,"United Kingdom","On Site","United Kingdom","Medium Enterprise"
587,2022,Senior,"full time","Data Scientist","Data Science",140000,USA,Remote,USA,"Medium Enterprise"
588,2022,Senior,"full time","Data Analyst","Data Analysis",99000,USA,"On Site",USA,"Medium Enterprise"
589,2022,Senior,"full time","Data Analyst","Data Analysis",60000,USA,Remote,USA,"Medium Enterprise"
590,2022,Senior,"full time","Data Architect","Data Architecture",192564,USA,Remote,USA,"Medium Enterprise"
591,2022,Senior,"full time","Data Architect","Data Architecture",144854,USA,Remote,USA,"Medium Enterprise"
592,2022,Senior,"full time","Data Scientist","Data Science",230000,USA,Remote,USA,"Medium Enterprise"
593,2022,Senior,"full time","Data Scientist","Data Science",150000,USA,Remote,USA,"Medium Enterprise"
594,2022,Senior,"full time","Data Analytics Manager","Data Analysis",150260,USA,Remote,USA,"Medium Enterprise"
595,2022,Senior,"full time","Data Analytics Manager","Data Analysis",109280,USA,Remote,USA,"Medium Enterprise"
596,2022,Senior,"full time","Data Scientist","Data Science",210000,USA,Remote,USA,"Medium Enterprise"
597,2022,Senior,"full time","Data Analyst","Data Analysis",170000,USA,Remote,USA,"Medium Enterprise"
598,2022,mid-level,"full time","Data Scientist","Data Science",160000,USA,Remote,USA,"Medium Enterprise"
599,2022,mid-level,"full time","Data Scientist","Data Science",130000,USA,Remote,USA,"Medium Enterprise"
600,2022,Junior,"full time","Data Analyst","Data Analysis",67000,Canada,"On Site",Canada,"Medium Enterprise"
601,2022,Junior,"full time","Data Analyst","Data Analysis",52000,Canada,"On Site",Canada,"Medium Enterprise"
602,2022,Senior,"full time","Data Engineer","Data Engineering",154000,USA,Remote,USA,"Medium Enterprise"
603,2022,Senior,"full time","Data Engineer","Data Engineering",126000,USA,Remote,USA,"Medium Enterprise"
604,2022,Senior,"full time","Data Analyst","Data Analysis",129000,USA,"On Site",USA,"Medium Enterprise"
605,2022,Senior,"full time","Data Analyst","Data Analysis",150000,USA,Remote,USA,"Medium Enterprise"
606,2022,mid-level,"full time","AI Scientist","Data Science",200000,India,Remote,USA,"Large Enterprise"
